gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
Male,20,US,Premium,16,82,0.09,Web,0,1,0
Other,58,DE,Premium,205,11,0.47,Mobile,0,1,0
Other,22,UK,Premium,290,17,0.43,Mobile,0,1,0
Other,33,IN,Student,86,30,0.55,Web,0,1,0
Female,35,DE,Free,34,1,0.45,Desktop,30,0,1
Female,21,IN,Premium,192,95,0.3,Desktop,0,1,0
Male,31,PK,Premium,65,7,0.04,Desktop,0,1,0
Other,54,FR,Free,225,60,0.19,Mobile,17,0,1
Female,49,UK,Free,266,2,0.46,Desktop,16,0,1
Other,44,DE,Premium,196,36,0.42,Web,0,1,0
Other,51,UK,Free,294,73,0.28,Mobile,15,0,0
Female,56,DE,Family,38,82,0.31,Desktop,0,1,1
Female,33,CA,Student,123,23,0.31,Desktop,0,1,0
Male,42,US,Premium,102,95,0.14,Web,0,1,0
Female,19,UK,Premium,43,30,0.32,Desktop,0,1,0
Male,16,DE,Student,112,81,0.07,Mobile,0,1,1
Male,29,AU,Student,150,27,0.1,Desktop,0,1,0
Male,43,AU,Premium,28,41,0.17,Web,0,1,0
Other,42,DE,Student,256,12,0.51,Mobile,0,1,1
Other,38,US,Premium,205,38,0.38,Web,0,1,0
Male,20,US,Student,174,85,0.5,Web,0,1,0
Male,23,AU,Student,181,89,0.29,Mobile,0,1,1
Female,51,FR,Student,299,71,0.58,Desktop,0,1,1
Male,17,DE,Student,292,27,0.17,Mobile,0,1,0
Other,17,PK,Premium,141,15,0.45,Web,0,1,0
Female,37,IN,Family,184,14,0.59,Mobile,0,1,0
Male,55,CA,Student,118,13,0.42,Desktop,0,1,0
Female,48,FR,Premium,164,70,0.15,Mobile,0,1,0
Other,38,IN,Free,283,69,0.01,Desktop,35,0,0
Other,55,IN,Student,47,24,0.59,Mobile,0,1,0
Female,23,AU,Student,101,88,0.45,Web,0,1,1
Other,49,US,Free,270,92,0.38,Web,26,0,0
Other,38,UK,Free,208,18,0.38,Desktop,46,0,0
Other,40,CA,Student,172,21,0.36,Desktop,0,1,0
Male,31,FR,Premium,236,11,0.13,Web,0,1,0
Male,36,DE,Premium,265,25,0.19,Web,0,1,0
Female,57,AU,Free,54,65,0.01,Mobile,35,0,1
Other,48,FR,Family,191,78,0.32,Mobile,0,1,0
Male,21,US,Family,251,94,0.12,Desktop,0,1,0
Other,21,DE,Premium,260,97,0.25,Desktop,0,1,0
Female,23,FR,Premium,213,64,0.34,Web,0,1,1
Other,28,DE,Family,152,11,0.15,Web,0,1,0
Female,53,FR,Free,226,99,0.05,Desktop,49,0,0
Female,20,CA,Free,115,28,0.09,Desktop,29,0,0
Female,43,PK,Free,55,64,0.07,Web,46,0,1
Other,25,US,Family,123,18,0.56,Mobile,0,1,0
Other,56,US,Free,110,42,0.4,Desktop,16,0,1
Male,21,AU,Premium,164,90,0.55,Desktop,0,1,0
Other,24,DE,Premium,185,77,0.54,Desktop,0,1,0
Male,38,DE,Premium,262,5,0.31,Mobile,0,1,0
Other,20,CA,Premium,230,32,0.04,Desktop,0,1,0
Male,28,IN,Student,17,64,0.42,Web,0,1,1
Male,58,DE,Student,274,18,0.03,Desktop,0,1,0
Male,47,CA,Family,75,19,0.28,Mobile,0,1,0
Female,24,US,Free,250,81,0.27,Desktop,16,0,0
Other,20,US,Premium,35,61,0.33,Web,0,1,0
Other,41,DE,Premium,33,1,0.08,Web,0,1,1
Male,35,PK,Free,270,39,0.29,Web,30,0,0
Female,21,PK,Student,192,52,0.46,Web,0,1,1
Other,17,AU,Family,195,60,0.26,Desktop,0,1,0
Other,49,FR,Family,288,46,0.05,Web,0,1,0
Male,35,US,Student,155,84,0.21,Web,0,1,1
Other,34,AU,Family,136,3,0.04,Mobile,0,1,1
Male,38,UK,Premium,137,38,0.02,Desktop,0,1,0
Other,35,DE,Free,111,62,0.47,Web,13,0,1
Other,38,PK,Family,211,72,0.35,Desktop,0,1,0
Female,39,DE,Premium,168,69,0.54,Desktop,0,1,1
Female,53,AU,Student,86,27,0.15,Mobile,0,1,0
Other,42,IN,Premium,219,2,0.04,Mobile,0,1,0
Female,40,DE,Family,66,51,0.3,Mobile,0,1,0
Male,48,FR,Premium,73,97,0.41,Mobile,0,1,1
Other,52,UK,Premium,274,56,0.09,Desktop,0,1,0
Female,44,AU,Family,169,69,0.06,Web,0,1,0
Male,30,DE,Family,88,58,0.33,Web,0,1,0
Female,57,FR,Family,286,87,0.53,Desktop,0,1,0
Male,29,AU,Premium,23,98,0.36,Web,0,1,0
Male,49,DE,Premium,296,69,0.35,Web,0,1,0
Male,25,US,Student,264,51,0.09,Mobile,0,1,0
Other,32,IN,Family,167,56,0.19,Web,0,1,0
Male,39,PK,Free,87,62,0.12,Web,46,0,0
Male,22,FR,Student,92,70,0.51,Web,0,1,0
Other,23,PK,Student,101,96,0.41,Mobile,0,1,1
Female,53,FR,Student,139,1,0.54,Mobile,0,1,0
Male,46,DE,Family,159,93,0.47,Desktop,0,1,1
Male,41,DE,Premium,229,15,0.56,Mobile,0,1,0
Female,30,US,Premium,281,63,0.02,Desktop,0,1,0
Other,40,IN,Free,286,44,0.58,Mobile,46,0,0
Other,46,IN,Free,261,12,0.6,Web,47,0,0
Female,25,PK,Premium,295,56,0.17,Web,0,1,0
Female,41,AU,Student,256,51,0.57,Desktop,0,1,0
Other,27,DE,Student,173,27,0.52,Desktop,0,1,0
Other,45,PK,Free,124,49,0.05,Web,22,0,1
Female,52,UK,Premium,230,12,0.11,Mobile,0,1,0
Female,48,IN,Premium,292,21,0.26,Mobile,0,1,0
Other,38,US,Free,205,25,0.02,Desktop,33,0,0
Other,44,IN,Student,48,61,0.26,Mobile,0,1,0
Male,45,AU,Family,271,6,0.09,Desktop,0,1,0
Other,25,UK,Premium,166,5,0.4,Web,0,1,0
Female,50,FR,Free,285,46,0.4,Web,46,0,0
Male,58,DE,Premium,175,33,0.37,Web,0,1,1
Other,35,US,Free,205,71,0.28,Mobile,16,0,0
Male,18,FR,Free,101,95,0.17,Web,22,0,0
Female,21,IN,Free,134,80,0.23,Mobile,41,0,0
Other,32,IN,Premium,12,38,0.24,Mobile,0,1,0
Male,33,DE,Family,147,82,0.5,Web,0,1,0
Male,41,AU,Premium,174,8,0.17,Web,0,1,1
Female,33,FR,Premium,86,57,0.26,Mobile,0,1,0
Male,35,AU,Student,99,19,0.01,Mobile,0,1,1
Male,18,PK,Free,78,92,0.26,Web,32,0,0
Female,58,FR,Premium,274,60,0.45,Web,0,1,0
Female,46,DE,Premium,28,53,0.02,Desktop,0,1,0
Female,21,AU,Premium,211,86,0.09,Desktop,0,1,0
Female,33,CA,Student,121,41,0.08,Desktop,0,1,0
Other,39,UK,Student,32,34,0.48,Web,0,1,0
Female,27,PK,Student,246,65,0.6,Web,0,1,1
Other,26,PK,Student,15,15,0.46,Mobile,0,1,0
Female,23,US,Family,55,10,0.19,Mobile,0,1,0
Female,58,AU,Premium,40,72,0.42,Web,0,1,0
Female,51,IN,Free,143,35,0.08,Mobile,23,0,0
Other,22,AU,Premium,263,74,0.18,Mobile,0,1,0
Male,58,UK,Premium,178,98,0.43,Desktop,0,1,0
Male,37,AU,Premium,30,38,0.16,Mobile,0,1,0
Male,34,IN,Premium,278,29,0.42,Web,0,1,0
Other,23,US,Premium,230,75,0.29,Mobile,0,1,1
Female,32,FR,Student,215,39,0.4,Desktop,0,1,0
Male,41,UK,Free,196,51,0.35,Web,14,0,0
Female,28,UK,Free,125,94,0.33,Mobile,28,0,0
Male,19,DE,Premium,222,80,0.46,Mobile,0,1,0
Other,35,FR,Premium,233,41,0.14,Mobile,0,1,0
Male,25,IN,Family,177,24,0.01,Web,0,1,0
Other,44,AU,Student,99,9,0.53,Web,0,1,0
Female,58,DE,Student,34,58,0.16,Mobile,0,1,0
Male,37,UK,Free,138,87,0.29,Mobile,31,0,1
Female,21,CA,Student,254,22,0.22,Desktop,0,1,1
Female,28,UK,Family,233,63,0.03,Desktop,0,1,1
Female,19,DE,Student,219,39,0.28,Web,0,1,0
Other,21,IN,Family,91,20,0.56,Web,0,1,0
Female,41,DE,Premium,31,21,0.09,Web,0,1,0
Female,31,UK,Free,205,64,0.24,Desktop,42,0,0
Female,40,FR,Premium,21,91,0.14,Desktop,0,1,0
Male,57,CA,Free,11,52,0.49,Mobile,37,0,1
Female,22,FR,Premium,222,93,0.33,Mobile,0,1,0
Female,54,IN,Family,123,27,0.26,Mobile,0,1,0
Female,42,UK,Student,287,96,0.08,Mobile,0,1,1
Female,37,CA,Family,197,19,0.22,Mobile,0,1,0
Other,51,UK,Premium,267,12,0.48,Web,0,1,1
Other,26,UK,Student,12,62,0.44,Mobile,0,1,0
Male,44,AU,Premium,243,17,0.42,Web,0,1,0
Other,53,FR,Premium,140,28,0.4,Mobile,0,1,0
Other,54,DE,Premium,111,87,0.36,Mobile,0,1,0
Female,27,DE,Premium,238,54,0.3,Desktop,0,1,1
Female,29,IN,Premium,225,40,0.53,Web,0,1,0
Other,24,AU,Premium,214,4,0.25,Web,0,1,0
Other,58,US,Free,112,1,0.17,Mobile,12,0,0
Male,16,DE,Free,85,98,0.51,Mobile,21,0,0
Female,37,AU,Family,192,7,0.39,Desktop,0,1,0
Other,16,US,Student,216,27,0.31,Mobile,0,1,0
Other,24,US,Student,283,88,0.3,Mobile,0,1,0
Female,32,UK,Free,113,88,0.01,Desktop,45,0,0
Male,29,US,Family,60,15,0.17,Desktop,0,1,0
Female,31,AU,Student,115,84,0.1,Web,0,1,1
Female,59,AU,Premium,180,84,0.35,Desktop,0,1,1
Other,56,IN,Free,290,84,0.05,Desktop,30,0,0
Other,20,AU,Free,106,10,0.19,Mobile,10,0,0
Other,27,IN,Premium,296,79,0.27,Desktop,0,1,0
Other,41,US,Family,68,8,0.34,Mobile,0,1,0
Other,16,IN,Student,177,34,0.15,Desktop,0,1,0
Male,34,AU,Student,198,17,0.54,Desktop,0,1,0
Female,23,PK,Student,78,68,0.37,Web,0,1,1
Female,25,US,Student,290,76,0.4,Web,0,1,0
Male,58,AU,Family,36,57,0.02,Web,0,1,0
Other,51,DE,Student,108,14,0.5,Desktop,0,1,0
Female,48,IN,Premium,98,88,0.18,Desktop,0,1,0
Male,22,AU,Free,287,17,0.42,Mobile,40,0,0
Other,33,DE,Student,172,51,0.51,Web,0,1,0
Male,54,UK,Free,89,95,0.36,Desktop,38,0,0
Male,50,PK,Free,200,14,0.28,Desktop,46,0,0
Other,28,DE,Student,289,11,0.55,Mobile,0,1,1
Female,48,FR,Family,23,76,0.58,Desktop,0,1,1
Other,21,IN,Student,170,51,0.53,Mobile,0,1,1
Other,19,CA,Premium,227,48,0.56,Desktop,0,1,0
Other,26,US,Family,290,66,0.36,Mobile,0,1,0
Female,55,CA,Premium,200,50,0.04,Web,0,1,0
Female,59,IN,Student,34,63,0.39,Desktop,0,1,1
Female,24,IN,Family,105,3,0.01,Mobile,0,1,0
Female,58,AU,Premium,216,31,0.33,Desktop,0,1,1
Male,23,FR,Family,105,55,0.55,Desktop,0,1,0
Male,53,FR,Family,244,64,0.24,Mobile,0,1,0
Other,29,FR,Family,30,41,0.39,Mobile,0,1,0
Female,23,DE,Student,126,34,0.57,Web,0,1,1
Female,29,AU,Student,106,55,0.35,Desktop,0,1,0
Other,49,UK,Free,295,17,0.4,Web,31,0,0
Female,23,DE,Premium,230,52,0.43,Mobile,0,1,0
Female,29,DE,Family,102,74,0.32,Mobile,0,1,0
Other,43,IN,Family,152,55,0.3,Desktop,0,1,0
Male,31,CA,Student,77,80,0.35,Mobile,0,1,0
Other,43,US,Premium,78,48,0.21,Mobile,0,1,0
Female,39,UK,Free,220,18,0.05,Mobile,18,0,0
Female,38,UK,Free,245,12,0.52,Desktop,48,0,1
Male,31,CA,Free,30,42,0.06,Mobile,44,0,0
Female,35,UK,Student,226,55,0.25,Desktop,0,1,1
Female,44,PK,Free,133,18,0.4,Mobile,11,0,0
Female,33,AU,Family,118,36,0.58,Desktop,0,1,0
Female,27,CA,Premium,115,61,0.31,Desktop,0,1,0
Other,38,CA,Premium,155,80,0.07,Mobile,0,1,0
Male,30,IN,Premium,125,65,0.37,Web,0,1,0
Other,55,DE,Family,190,5,0.58,Desktop,0,1,0
Female,20,UK,Premium,164,33,0.34,Desktop,0,1,1
Male,33,CA,Family,126,49,0.45,Desktop,0,1,0
Female,47,DE,Free,272,8,0.32,Mobile,44,0,0
Female,47,PK,Family,263,79,0.58,Web,0,1,1
Other,38,DE,Student,127,4,0.0,Web,0,1,0
Female,55,AU,Free,281,21,0.12,Mobile,42,0,0
Female,40,PK,Free,210,64,0.56,Web,13,0,0
Female,49,CA,Premium,206,27,0.41,Web,0,1,0
Female,52,CA,Family,285,82,0.57,Mobile,0,1,0
Other,35,PK,Premium,29,18,0.42,Web,0,1,1
Other,53,IN,Student,67,87,0.28,Desktop,0,1,0
Male,52,UK,Free,252,44,0.34,Mobile,24,0,0
Other,22,UK,Student,291,97,0.24,Mobile,0,1,0
Other,58,DE,Student,136,57,0.47,Mobile,0,1,0
Male,33,IN,Premium,154,52,0.32,Web,0,1,0
Female,20,UK,Family,279,67,0.4,Desktop,0,1,0
Male,21,CA,Premium,199,85,0.19,Desktop,0,1,0
Male,56,UK,Free,30,66,0.35,Mobile,31,0,0
Female,54,PK,Family,158,2,0.34,Desktop,0,1,0
Male,51,UK,Student,83,10,0.33,Mobile,0,1,0
Male,24,IN,Premium,161,23,0.45,Web,0,1,1
Female,21,PK,Premium,183,20,0.21,Mobile,0,1,0
Male,58,PK,Student,131,47,0.06,Mobile,0,1,0
Female,26,US,Premium,126,52,0.22,Web,0,1,1
Male,32,FR,Family,282,22,0.19,Mobile,0,1,1
Male,44,DE,Premium,240,46,0.11,Mobile,0,1,1
Male,22,AU,Student,169,52,0.1,Mobile,0,1,1
Female,29,US,Student,238,61,0.09,Web,0,1,0
Male,37,UK,Family,276,17,0.4,Mobile,0,1,0
Female,18,PK,Student,101,8,0.43,Web,0,1,0
Female,27,AU,Family,176,20,0.05,Web,0,1,1
Male,43,DE,Premium,161,84,0.08,Mobile,0,1,0
Male,58,FR,Student,153,24,0.29,Desktop,0,1,0
Other,20,IN,Family,199,52,0.22,Web,0,1,0
Female,37,FR,Free,252,58,0.41,Web,28,0,0
Male,39,US,Free,79,5,0.37,Mobile,7,0,0
Male,36,PK,Premium,15,11,0.49,Desktop,0,1,0
Female,51,US,Student,73,81,0.1,Mobile,0,1,0
Male,28,FR,Family,20,16,0.1,Mobile,0,1,0
Other,39,UK,Student,141,49,0.54,Web,0,1,0
Other,51,PK,Free,250,72,0.12,Web,40,0,1
Female,46,AU,Premium,191,45,0.01,Mobile,0,1,0
Female,18,PK,Free,157,48,0.44,Mobile,18,0,1
Female,46,FR,Student,53,28,0.08,Web,0,1,0
Female,42,FR,Student,64,70,0.05,Web,0,1,1
Other,46,UK,Family,160,17,0.5,Desktop,0,1,0
Other,35,IN,Student,227,39,0.44,Web,0,1,0
Female,57,PK,Premium,183,58,0.0,Desktop,0,1,0
Other,38,IN,Free,186,46,0.07,Mobile,30,0,0
Other,31,DE,Premium,176,37,0.29,Web,0,1,1
Other,20,IN,Premium,274,54,0.6,Desktop,0,1,0
Other,26,IN,Student,183,65,0.52,Desktop,0,1,0
Female,58,DE,Family,293,47,0.06,Desktop,0,1,0
Other,51,UK,Family,70,51,0.45,Mobile,0,1,0
Male,23,CA,Premium,64,85,0.16,Web,0,1,0
Male,38,DE,Student,291,75,0.33,Desktop,0,1,0
Female,31,US,Premium,218,60,0.06,Desktop,0,1,0
Other,24,IN,Student,211,76,0.52,Mobile,0,1,0
Male,42,DE,Family,126,90,0.03,Web,0,1,0
Other,27,PK,Premium,231,59,0.12,Web,0,1,0
Other,57,IN,Family,290,16,0.17,Mobile,0,1,0
Male,36,CA,Free,77,85,0.0,Web,46,0,0
Male,16,PK,Premium,154,29,0.34,Mobile,0,1,0
Female,24,FR,Student,105,48,0.38,Mobile,0,1,1
Male,53,DE,Student,113,65,0.38,Mobile,0,1,0
Other,36,AU,Premium,174,11,0.29,Mobile,0,1,0
Other,51,DE,Premium,32,59,0.02,Mobile,0,1,0
Other,42,CA,Premium,271,99,0.34,Web,0,1,0
Other,29,FR,Premium,97,26,0.44,Desktop,0,1,0
Male,59,CA,Student,266,90,0.06,Desktop,0,1,0
Other,22,AU,Free,276,11,0.13,Desktop,9,0,0
Female,52,UK,Family,81,16,0.37,Desktop,0,1,0
Male,27,CA,Family,116,39,0.44,Desktop,0,1,1
Male,46,AU,Family,251,63,0.34,Web,0,1,0
Male,52,US,Student,270,67,0.22,Web,0,1,0
Other,39,DE,Premium,246,37,0.17,Mobile,0,1,1
Male,33,CA,Free,100,8,0.02,Mobile,45,0,0
Other,17,UK,Free,206,27,0.42,Desktop,49,0,0
Female,35,AU,Family,81,90,0.19,Desktop,0,1,0
Male,41,FR,Family,26,42,0.19,Mobile,0,1,0
Female,42,DE,Student,208,67,0.06,Desktop,0,1,0
Female,49,AU,Student,295,93,0.13,Mobile,0,1,1
Male,57,AU,Family,13,89,0.16,Desktop,0,1,0
Male,26,IN,Premium,120,68,0.34,Desktop,0,1,0
Other,17,DE,Free,125,77,0.26,Desktop,18,0,0
Female,49,US,Premium,104,74,0.57,Mobile,0,1,1
Other,52,DE,Premium,225,94,0.01,Desktop,0,1,1
Other,49,AU,Family,261,15,0.17,Mobile,0,1,0
Other,57,UK,Premium,79,2,0.22,Desktop,0,1,0
Female,24,FR,Premium,240,39,0.23,Web,0,1,0
Other,24,DE,Family,28,62,0.04,Web,0,1,0
Female,48,AU,Premium,91,37,0.34,Desktop,0,1,0
Other,40,IN,Premium,212,66,0.27,Mobile,0,1,1
Other,59,IN,Premium,172,69,0.41,Desktop,0,1,0
Female,39,IN,Family,55,37,0.5,Desktop,0,1,0
Female,54,FR,Student,130,46,0.26,Desktop,0,1,0
Male,40,IN,Family,97,57,0.43,Mobile,0,1,0
Female,51,DE,Family,71,15,0.58,Mobile,0,1,1
Other,31,US,Family,18,3,0.36,Web,0,1,0
Male,24,IN,Family,212,7,0.58,Mobile,0,1,0
Female,18,UK,Family,14,49,0.5,Desktop,0,1,0
Female,18,DE,Free,213,1,0.35,Desktop,5,0,1
Female,44,UK,Student,207,62,0.23,Desktop,0,1,0
Male,32,US,Premium,71,53,0.54,Web,0,1,0
Male,32,AU,Premium,36,2,0.52,Web,0,1,0
Other,52,US,Premium,120,84,0.5,Web,0,1,0
Female,31,FR,Premium,272,71,0.15,Mobile,0,1,1
Male,33,CA,Premium,212,43,0.05,Web,0,1,0
Male,46,FR,Free,193,94,0.18,Mobile,17,0,0
Female,16,CA,Premium,150,74,0.01,Desktop,0,1,1
Female,23,AU,Student,213,20,0.5,Web,0,1,0
Male,26,FR,Student,293,15,0.39,Web,0,1,1
Female,52,AU,Family,80,13,0.56,Web,0,1,0
Female,27,US,Student,222,73,0.17,Mobile,0,1,1
Other,32,DE,Family,100,16,0.3,Desktop,0,1,1
Male,20,PK,Family,185,79,0.37,Web,0,1,0
Other,47,DE,Student,94,57,0.18,Mobile,0,1,0
Female,31,IN,Family,47,19,0.05,Desktop,0,1,0
Female,30,AU,Premium,173,95,0.44,Web,0,1,0
Female,27,FR,Premium,185,6,0.18,Desktop,0,1,0
Other,30,AU,Student,175,17,0.33,Web,0,1,0
Female,17,IN,Student,134,6,0.51,Desktop,0,1,0
Male,56,IN,Premium,253,15,0.54,Desktop,0,1,1
Other,57,FR,Premium,161,56,0.6,Desktop,0,1,0
Other,57,AU,Family,47,59,0.09,Web,0,1,1
Male,41,DE,Premium,286,72,0.14,Web,0,1,0
Female,36,DE,Student,194,12,0.02,Desktop,0,1,0
Other,22,AU,Student,87,39,0.5,Web,0,1,0
Female,40,US,Family,92,65,0.04,Mobile,0,1,0
Male,36,UK,Premium,242,7,0.04,Web,0,1,0
Other,19,AU,Free,26,2,0.58,Web,35,0,1
Other,44,PK,Family,255,36,0.09,Desktop,0,1,0
Male,57,UK,Family,204,21,0.3,Mobile,0,1,0
Other,17,UK,Premium,62,25,0.25,Mobile,0,1,1
Male,26,IN,Student,19,68,0.1,Desktop,0,1,0
Other,19,FR,Free,197,33,0.17,Web,41,0,0
Other,24,UK,Family,49,21,0.22,Desktop,0,1,0
Female,22,UK,Free,87,60,0.34,Desktop,41,0,0
Other,57,FR,Family,39,24,0.16,Web,0,1,1
Male,51,DE,Premium,24,73,0.07,Desktop,0,1,0
Other,44,AU,Premium,162,52,0.25,Web,0,1,1
Other,43,IN,Family,61,20,0.05,Mobile,0,1,0
Female,32,UK,Student,138,67,0.3,Web,0,1,1
Female,20,FR,Free,181,81,0.12,Mobile,43,0,0
Female,56,US,Student,37,33,0.11,Mobile,0,1,0
Male,32,CA,Premium,146,57,0.36,Desktop,0,1,1
Female,31,PK,Family,82,95,0.46,Desktop,0,1,0
Male,26,US,Family,82,93,0.05,Mobile,0,1,0
Other,54,UK,Family,194,66,0.43,Mobile,0,1,1
Male,17,FR,Student,61,15,0.56,Web,0,1,0
Male,47,FR,Premium,191,10,0.21,Desktop,0,1,1
Other,22,DE,Family,107,13,0.55,Web,0,1,0
Female,31,CA,Student,293,55,0.52,Desktop,0,1,0
Other,31,PK,Premium,64,83,0.18,Desktop,0,1,1
Other,32,AU,Family,262,20,0.37,Desktop,0,1,0
Male,26,PK,Family,172,8,0.4,Mobile,0,1,0
Male,26,CA,Family,206,5,0.1,Desktop,0,1,0
Male,17,US,Free,250,80,0.27,Web,12,0,0
Female,25,PK,Free,118,77,0.57,Web,43,0,0
Male,31,UK,Student,173,28,0.42,Desktop,0,1,0
Other,55,CA,Premium,85,53,0.06,Mobile,0,1,0
Other,36,US,Premium,130,78,0.47,Mobile,0,1,1
Female,39,CA,Free,162,4,0.49,Web,5,0,0
Male,35,UK,Student,192,90,0.56,Web,0,1,1
Male,22,US,Premium,80,58,0.18,Desktop,0,1,0
Other,45,IN,Family,13,44,0.12,Mobile,0,1,0
Other,30,IN,Premium,45,61,0.34,Web,0,1,1
Female,51,AU,Family,71,95,0.18,Mobile,0,1,0
Other,44,IN,Family,84,83,0.04,Web,0,1,0
Male,39,IN,Student,226,92,0.04,Mobile,0,1,0
Other,46,UK,Premium,74,66,0.02,Desktop,0,1,0
Other,20,UK,Family,22,58,0.03,Mobile,0,1,1
Other,32,UK,Student,106,8,0.52,Mobile,0,1,0
Other,18,UK,Family,174,49,0.57,Mobile,0,1,0
Male,24,PK,Family,297,18,0.22,Web,0,1,0
Male,54,IN,Free,48,26,0.56,Mobile,5,0,0
Female,40,CA,Free,89,5,0.39,Web,30,0,0
Female,59,US,Premium,204,47,0.11,Desktop,0,1,0
Male,41,US,Premium,286,61,0.02,Desktop,0,1,1
Other,38,US,Premium,163,54,0.42,Desktop,0,1,0
Male,41,PK,Premium,95,13,0.23,Mobile,0,1,1
Male,30,UK,Premium,14,88,0.03,Desktop,0,1,0
Male,46,AU,Student,252,60,0.31,Web,0,1,0
Female,44,PK,Student,196,6,0.29,Desktop,0,1,0
Male,59,DE,Student,250,12,0.56,Web,0,1,0
Female,53,DE,Family,299,67,0.38,Web,0,1,0
Male,26,AU,Student,18,12,0.38,Mobile,0,1,0
Male,44,UK,Free,58,61,0.26,Desktop,14,0,0
Male,35,FR,Family,73,7,0.12,Desktop,0,1,1
Male,33,DE,Free,239,17,0.25,Web,28,0,1
Female,53,CA,Student,107,38,0.36,Mobile,0,1,0
Female,27,CA,Free,230,13,0.24,Mobile,46,0,1
Male,24,FR,Free,119,67,0.08,Mobile,11,0,0
Male,29,US,Student,296,56,0.12,Mobile,0,1,1
Other,49,US,Free,132,31,0.22,Desktop,6,0,0
Male,52,CA,Free,251,30,0.29,Desktop,37,0,0
Male,38,DE,Premium,276,32,0.35,Mobile,0,1,0
Female,37,IN,Premium,180,40,0.28,Web,0,1,0
Female,25,AU,Premium,63,37,0.15,Desktop,0,1,1
Female,45,PK,Free,221,6,0.48,Mobile,21,0,1
Other,27,PK,Student,235,78,0.6,Web,0,1,1
Female,50,FR,Premium,207,5,0.3,Desktop,0,1,0
Other,58,UK,Student,171,78,0.19,Mobile,0,1,0
Male,32,FR,Family,108,52,0.11,Mobile,0,1,1
Female,44,FR,Student,119,51,0.1,Web,0,1,0
Male,41,UK,Premium,187,13,0.42,Mobile,0,1,0
Male,22,IN,Family,140,52,0.36,Desktop,0,1,0
Male,59,AU,Free,51,99,0.55,Web,8,0,1
Male,38,UK,Premium,224,78,0.23,Desktop,0,1,1
Other,38,CA,Premium,111,49,0.12,Desktop,0,1,0
Other,59,AU,Premium,253,19,0.18,Desktop,0,1,0
Female,48,FR,Free,246,27,0.41,Web,24,0,0
Other,28,FR,Free,26,59,0.25,Desktop,5,0,0
Female,48,IN,Free,134,79,0.16,Mobile,31,0,0
Male,37,DE,Student,113,50,0.51,Web,0,1,0
Female,33,UK,Free,288,13,0.59,Desktop,39,0,1
Female,40,CA,Family,266,71,0.31,Web,0,1,0
Other,42,AU,Premium,214,25,0.3,Desktop,0,1,0
Male,20,IN,Student,247,87,0.14,Web,0,1,0
Other,49,PK,Student,236,9,0.6,Web,0,1,1
Female,46,FR,Family,217,42,0.13,Mobile,0,1,0
Other,28,AU,Student,33,67,0.12,Desktop,0,1,1
Female,59,UK,Premium,118,50,0.26,Desktop,0,1,0
Female,46,US,Premium,50,82,0.14,Web,0,1,0
Female,57,FR,Free,206,97,0.39,Desktop,38,0,1
Female,35,AU,Family,149,17,0.12,Mobile,0,1,0
Female,43,IN,Student,273,12,0.31,Mobile,0,1,1
Male,16,CA,Free,183,71,0.1,Mobile,22,0,0
Male,57,IN,Free,212,90,0.22,Mobile,14,0,0
Female,55,CA,Premium,63,75,0.46,Mobile,0,1,1
Female,50,US,Free,210,48,0.25,Desktop,21,0,0
Male,29,PK,Free,128,5,0.25,Web,7,0,0
Other,16,PK,Premium,114,27,0.44,Desktop,0,1,0
Other,56,PK,Family,138,47,0.56,Desktop,0,1,1
Female,59,DE,Student,233,57,0.59,Web,0,1,0
Male,45,PK,Free,254,75,0.56,Web,31,0,0
Female,53,UK,Student,270,29,0.13,Web,0,1,0
Female,34,AU,Premium,267,26,0.21,Mobile,0,1,1
Other,20,AU,Family,160,16,0.5,Mobile,0,1,1
Male,32,DE,Premium,271,34,0.28,Web,0,1,1
Other,20,AU,Free,170,8,0.29,Desktop,46,0,0
Female,47,AU,Free,208,49,0.3,Mobile,45,0,0
Other,22,CA,Premium,224,99,0.3,Web,0,1,1
Male,27,DE,Student,275,34,0.13,Mobile,0,1,0
Male,48,US,Free,243,48,0.6,Desktop,33,0,1
Male,34,UK,Family,221,45,0.49,Desktop,0,1,0
Other,47,DE,Free,271,94,0.52,Desktop,31,0,1
Female,24,CA,Premium,275,23,0.25,Web,0,1,0
Male,53,CA,Premium,269,43,0.19,Web,0,1,0
Male,36,FR,Student,236,70,0.02,Web,0,1,1
Female,45,FR,Premium,246,52,0.35,Desktop,0,1,0
Female,30,IN,Family,222,13,0.31,Web,0,1,0
Female,53,AU,Family,112,24,0.48,Web,0,1,1
Other,33,US,Premium,18,73,0.22,Mobile,0,1,0
Female,52,US,Premium,109,11,0.2,Web,0,1,0
Female,29,US,Student,246,2,0.23,Web,0,1,0
Male,51,UK,Premium,102,50,0.48,Desktop,0,1,0
Female,42,DE,Student,180,63,0.57,Web,0,1,0
Female,30,PK,Family,16,51,0.41,Desktop,0,1,0
Other,25,US,Family,155,98,0.48,Mobile,0,1,1
Other,48,UK,Free,287,79,0.13,Desktop,24,0,1
Other,28,US,Free,67,67,0.13,Web,44,0,0
Male,46,DE,Student,241,7,0.14,Web,0,1,0
Female,48,US,Premium,105,13,0.29,Desktop,0,1,0
